TITLE,PRICE,LINK
Rava Ball Oxidized Gold Plated Ring.,₹579,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/1011002/small/rava-ball-oxidized-gold-plated-ring-vmjai43252-ms-20210409-17377-whu439.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/1011002/small/rava-ball-oxidized-gold-plated-ring-vmjai43252-ms-20210409-17377-whu439.jpg"" id=""listing-prd-img1060647720"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Rava Ball Oxidized Gold Plated Ring.""></picture>"
Smooth Surface Silver Plated Band Ring,"₹1,049","<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/1004585/small/smooth-surface-silver-plated-band-ring-dcjai23674-ms-20201223-8075-2a4ykk.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/1004585/small/smooth-surface-silver-plated-band-ring-dcjai23674-ms-20201223-8075-2a4ykk.jpg"" id=""listing-prd-img1060644782"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Smooth Surface Silver Plated Band Ring""></picture>"
Green and White CZ Gems Ring,₹799,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/989037/small/green-and-white-cz-gems-ring-dcjai23672-ms-20200614-3974-1xmwqbk.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/989037/small/green-and-white-cz-gems-ring-dcjai23672-ms-20200614-3974-1xmwqbk.jpg"" id=""listing-prd-img1060644781"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Green and White CZ Gems Ring""></picture>"
Set of Three Zircons Embellished Ring,₹999,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/1004495/small/set-of-three-zircons-embellished-ring-dcjai23670-ms-20201223-8075-1fnlmxe.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/1004495/small/set-of-three-zircons-embellished-ring-dcjai23670-ms-20201223-8075-1fnlmxe.jpg"" id=""listing-prd-img1060644780"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Set of Three Zircons Embellished Ring""></picture>"
Victorian Inspired CZ Gems Adorned Ring,₹799,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/993814/small/victorian-inspired-cz-gems-adorned-ring-dcjai23666-ms-20200728-11019-xvgpy5.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/993814/small/victorian-inspired-cz-gems-adorned-ring-dcjai23666-ms-20200728-11019-xvgpy5.jpg"" id=""listing-prd-img1060644779"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Victorian Inspired CZ Gems Adorned Ring""></picture>"
Yellow Gold Plated Chain Ring,₹599,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/1004451/small/yellow-gold-plated-chain-ring-dcjai23741-ms-20201223-5520-13w7voq.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/1004451/small/yellow-gold-plated-chain-ring-dcjai23741-ms-20201223-5520-13w7voq.jpg"" id=""listing-prd-img1060644720"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Yellow Gold Plated Chain Ring""></picture>"
Casual Style Lightly Embellished Ring,₹499,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/1004428/small/casual-style-lightly-embellished-ring-dcjai23682-ms-20201223-8075-fdoud2.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/1004428/small/casual-style-lightly-embellished-ring-dcjai23682-ms-20201223-8075-fdoud2.jpg"" id=""listing-prd-img1060644718"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Casual Style Lightly Embellished Ring""></picture>"
CZ Gems Adorned Band Ring,₹899,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/1004443/small/cz-gems-adorned-band-ring-4-dcjai23681-ms-20201223-5520-13svekd.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/1004443/small/cz-gems-adorned-band-ring-4-dcjai23681-ms-20201223-5520-13svekd.jpg"" id=""listing-prd-img1060644717"" class=""width-100-percent product-card-image cursor-pointer"" alt=""CZ Gems Adorned Band Ring""></picture>"
Square Cut Zircon Gemstones Adorned Ring,₹809,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/1004435/small/square-cut-zircon-gemstones-adorned-ring-dcjai23679-ms-20201223-5520-gn434d.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/1004435/small/square-cut-zircon-gemstones-adorned-ring-dcjai23679-ms-20201223-5520-gn434d.jpg"" id=""listing-prd-img1060644716"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Square Cut Zircon Gemstones Adorned Ring""></picture>"
Zircon Gemstone Adorned Rose Gold Plated Ring,₹569,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/1004415/small/zircon-gemstone-adorned-rose-gold-plated-ring-dcjai23726-ms-20201223-8075-ysjer2.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/1004415/small/zircon-gemstone-adorned-rose-gold-plated-ring-dcjai23726-ms-20201223-8075-ysjer2.jpg"" id=""listing-prd-img1060644714"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Zircon Gemstone Adorned Rose Gold Plated Ring""></picture>"
Cluster Setting Zircon Gems Band Ring,₹899,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/979567/small/cluster-setting-zircon-gems-band-ring-dcjai23694-ms-20200303-32566-r071rl.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/979567/small/cluster-setting-zircon-gems-band-ring-dcjai23694-ms-20200303-32566-r071rl.jpg"" id=""listing-prd-img1060644640"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Cluster Setting Zircon Gems Band Ring""></picture>"
Princess Cut CZ Gem Adorned Ring,₹899,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/998822/small/princess-cut-cz-gem-adorned-ring-1-dcjai23742-ms-20200918-16567-1237ks6.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/998822/small/princess-cut-cz-gem-adorned-ring-1-dcjai23742-ms-20200918-16567-1237ks6.jpg"" id=""listing-prd-img1060644636"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Princess Cut CZ Gem Adorned Ring""></picture>"
Yellow Gold Plated CZ Gems Adorned Ring,₹899,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/1004652/small/yellow-gold-plated-cz-gems-adorned-ring-dcjai23740-ms-20201223-8075-1qroxl1.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/1004652/small/yellow-gold-plated-cz-gems-adorned-ring-dcjai23740-ms-20201223-8075-1qroxl1.jpg"" id=""listing-prd-img1060644635"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Yellow Gold Plated CZ Gems Adorned Ring""></picture>"
Black Rhodium Plated Three Piece Ring,₹799,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/979941/small/black-rhodium-plated-three-piece-ring-dcjai23713-ms-20200303-31411-jyf5rj.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/979941/small/black-rhodium-plated-three-piece-ring-dcjai23713-ms-20200303-31411-jyf5rj.jpg"" id=""listing-prd-img1060644631"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Black Rhodium Plated Three Piece Ring""></picture>"
Designer Inspired Black Rhodium Plated Ring,₹699,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/979547/small/designer-inspired-black-rhodium-plated-ring-dcjai23710-ms-20200303-32566-194co5z.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/979547/small/designer-inspired-black-rhodium-plated-ring-dcjai23710-ms-20200303-32566-194co5z.jpg"" id=""listing-prd-img1060644630"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Designer Inspired Black Rhodium Plated Ring""></picture>"
Black Rhodium Plated Cluster Setting Zircon Gems Ring,₹399,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/979933/small/black-rhodium-plated-cluster-setting-zircon-gems-ring-dcjai23695-ms-20200303-31411-106x24l.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/979933/small/black-rhodium-plated-cluster-setting-zircon-gems-ring-dcjai23695-ms-20200303-31411-106x24l.jpg"" id=""listing-prd-img1060644628"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Black Rhodium Plated Cluster Setting Zircon Gems Ring""></picture>"
Three Prong Setting CZ Gem Ring,₹399,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/979929/small/three-prong-setting-cz-gem-ring-dcjai23693-ms-20200303-31411-y3admp.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/979929/small/three-prong-setting-cz-gem-ring-dcjai23693-ms-20200303-31411-y3admp.jpg"" id=""listing-prd-img1060644627"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Three Prong Setting CZ Gem Ring""></picture>"
Zircon Gems Adorned Band Ring,₹699,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/1004608/small/zircon-gems-adorned-band-ring-2-dcjai23671-ms-20201223-5520-ibqi6t.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/1004608/small/zircon-gems-adorned-band-ring-2-dcjai23671-ms-20201223-5520-ibqi6t.jpg"" id=""listing-prd-img1060644626"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Zircon Gems Adorned Band Ring""></picture>"
Cluster Setting CZ Gems Band Ring,₹899,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/1004684/small/cluster-setting-cz-gems-band-ring-1-dcjai23731-ms-20201223-5520-ln0lb6.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/1004684/small/cluster-setting-cz-gems-band-ring-1-dcjai23731-ms-20201223-5520-ln0lb6.jpg"" id=""listing-prd-img1060644620"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Cluster Setting CZ Gems Band Ring""></picture>"
Emerald Cut CZ Gem Adorned Ring,₹899,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/1004688/small/emerald-cut-cz-gem-adorned-ring-dcjai23725-ms-20201223-5520-1j40xml.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/1004688/small/emerald-cut-cz-gem-adorned-ring-dcjai23725-ms-20201223-5520-1j40xml.jpg"" id=""listing-prd-img1060644619"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Emerald Cut CZ Gem Adorned Ring""></picture>"
Grapevine Pattern CZ Gems Embellished Ring,₹599,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/979077/small/grapevine-pattern-cz-gems-embellished-ring-dcjai23724-ms-20200301-7313-d1fdi.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/979077/small/grapevine-pattern-cz-gems-embellished-ring-dcjai23724-ms-20200301-7313-d1fdi.jpg"" id=""listing-prd-img1060644618"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Grapevine Pattern CZ Gems Embellished Ring""></picture>"
Black Rhodium Plated Band Ring,₹399,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/979068/small/black-rhodium-plated-band-ring-dcjai23708-ms-20200301-7313-1xzuigh.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/979068/small/black-rhodium-plated-band-ring-dcjai23708-ms-20200301-7313-1xzuigh.jpg"" id=""listing-prd-img1060644616"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Black Rhodium Plated Band Ring""></picture>"
Irregular Cut CZ Gems Adorned Ring,₹599,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/979064/small/irregular-cut-cz-gems-adorned-ring-dcjai23702-ms-20200301-7313-1tw1zza.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/979064/small/irregular-cut-cz-gems-adorned-ring-dcjai23702-ms-20200301-7313-1tw1zza.jpg"" id=""listing-prd-img1060644615"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Irregular Cut CZ Gems Adorned Ring""></picture>"
CZ Gem Embellished Band Ring,₹899,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/979060/small/cz-gem-embellished-band-ring-dcjai23696-ms-20200301-7313-ugsbqw.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/979060/small/cz-gem-embellished-band-ring-dcjai23696-ms-20200301-7313-ugsbqw.jpg"" id=""listing-prd-img1060644614"" class=""width-100-percent product-card-image cursor-pointer"" alt=""CZ Gem Embellished Band Ring""></picture>"
CZ Gems Adorned Designer Inspired Ring,₹449,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/979155/small/cz-gems-adorned-designer-inspired-ring-dcjai23667-ms-20200301-2607-43n7ro.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/979155/small/cz-gems-adorned-designer-inspired-ring-dcjai23667-ms-20200301-2607-43n7ro.jpg"" id=""listing-prd-img1060644613"" class=""width-100-percent product-card-image cursor-pointer"" alt=""CZ Gems Adorned Designer Inspired Ring""></picture>"
Rose Gold Plated Band Ring,₹389,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/979525/small/rose-gold-plated-band-ring-4-dcjai23718-ms-20200303-32566-tqb9b0.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/979525/small/rose-gold-plated-band-ring-4-dcjai23718-ms-20200303-32566-tqb9b0.jpg"" id=""listing-prd-img1060644496"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Rose Gold Plated Band Ring""></picture>"
Square Shaped Women's Ring,₹299,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/1004676/small/square-shaped-women-s-ring-dcjai23688-ms-20201223-8075-1fqwrmx.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/1004676/small/square-shaped-women-s-ring-dcjai23688-ms-20201223-8075-1fqwrmx.jpg"" id=""listing-prd-img1060644267"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Square Shaped Women's Ring""></picture>"
Cutwork Design Brass Ring,₹389,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/974527/small/cutwork-design-brass-ring-dcjai23714-ms-20200207-3592-4ofhjm.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/974527/small/cutwork-design-brass-ring-dcjai23714-ms-20200207-3592-4ofhjm.jpg"" id=""listing-prd-img1060644047"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Cutwork Design Brass Ring""></picture>"
CZ Embellished Stackable Rings,₹449,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/975517/small/cz-embellished-stackable-rings-dcjai23712-ms-20200209-24913-17a9e39.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/975517/small/cz-embellished-stackable-rings-dcjai23712-ms-20200209-24913-17a9e39.jpg"" id=""listing-prd-img1060644046"" class=""width-100-percent product-card-image cursor-pointer"" alt=""CZ Embellished Stackable Rings""></picture>"
Zircon Gems Adorned Statement Ring,₹449,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/975257/small/zircon-gems-adorned-statement-ring-dcjai23707-ms-20200207-24804-1gml6lf.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/975257/small/zircon-gems-adorned-statement-ring-dcjai23707-ms-20200207-24804-1gml6lf.jpg"" id=""listing-prd-img1060644045"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Zircon Gems Adorned Statement Ring""></picture>"
Band Style Women's Ring,₹559,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/974798/small/band-style-women-s-ring-dcjai23698-ms-20200207-3592-1jec05u.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/974798/small/band-style-women-s-ring-dcjai23698-ms-20200207-3592-1jec05u.jpg"" id=""listing-prd-img1060644044"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Band Style Women's Ring""></picture>"
Casual Style Zircon Gems Ring,₹449,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/1004562/small/casual-style-zircon-gems-ring-dcjai23697-ms-20201223-5520-1p8tjg8.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/1004562/small/casual-style-zircon-gems-ring-dcjai23697-ms-20201223-5520-1p8tjg8.jpg"" id=""listing-prd-img1060644043"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Casual Style Zircon Gems Ring""></picture>"
Square Cut Zircon Adorned Ring,₹569,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/963302/small/square-cut-zircon-adorned-ring-2-dcjai23739-ms-20200125-4810-x7hw62.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/963302/small/square-cut-zircon-adorned-ring-2-dcjai23739-ms-20200125-4810-x7hw62.jpg"" id=""listing-prd-img1060642825"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Square Cut Zircon Adorned Ring""></picture>"
Women's CZ Gems Embellished Band Ring,₹699,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/963645/small/women-s-cz-gems-embellished-band-ring-dcjai23687-ms-20200125-4810-t40h1f.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/963645/small/women-s-cz-gems-embellished-band-ring-dcjai23687-ms-20200125-4810-t40h1f.jpg"" id=""listing-prd-img1060642609"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Women's CZ Gems Embellished Band Ring""></picture>"
Zircon Gems Adorned Cocktail Ring,₹899,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/963641/small/zircon-gems-adorned-cocktail-ring-dcjai23669-ms-20200125-4810-10catjf.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/963641/small/zircon-gems-adorned-cocktail-ring-dcjai23669-ms-20200125-4810-10catjf.jpg"" id=""listing-prd-img1060642608"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Zircon Gems Adorned Cocktail Ring""></picture>"
Zircon Gemstones Embellished Band Ring,₹509,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/963206/small/zircon-gemstones-embellished-band-ring-dcjai23700-ms-20200125-3207-xfgjyx.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/963206/small/zircon-gemstones-embellished-band-ring-dcjai23700-ms-20200125-3207-xfgjyx.jpg"" id=""listing-prd-img1060641191"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Zircon Gemstones Embellished Band Ring""></picture>"
Geometric Design Brass Ring,₹699,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/963194/small/geometric-design-brass-ring-1-dcjai23690-ms-20200125-3207-1az1oxo.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/963194/small/geometric-design-brass-ring-1-dcjai23690-ms-20200125-3207-1az1oxo.jpg"" id=""listing-prd-img1060641190"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Geometric Design Brass Ring""></picture>"
Simple Square Women's Ring,₹279,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/963202/small/simple-square-women-s-ring-dcjai23706-ms-20200125-3207-eyzmbw.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/963202/small/simple-square-women-s-ring-dcjai23706-ms-20200125-3207-eyzmbw.jpg"" id=""listing-prd-img1060641187"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Simple Square Women's Ring""></picture>"
Knotted Style CZ Gems Adorned Ring,₹719,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/963190/small/knotted-style-cz-gems-adorned-ring-dcjai23692-ms-20200125-3207-rdweej.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/963190/small/knotted-style-cz-gems-adorned-ring-dcjai23692-ms-20200125-3207-rdweej.jpg"" id=""listing-prd-img1060641185"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Knotted Style CZ Gems Adorned Ring""></picture>"
Band Style Brass Ring,₹699,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/963569/small/band-style-brass-ring-dcjai23691-ms-20200125-4810-1rt6tua.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/963569/small/band-style-brass-ring-dcjai23691-ms-20200125-4810-1rt6tua.jpg"" id=""listing-prd-img1060641180"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Band Style Brass Ring""></picture>"
Cluster Setting CZ Gems Ring,₹899,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/1004708/small/cluster-setting-cz-gems-ring-2-dcjai23743-ms-20201223-5520-2a3y4h.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/1004708/small/cluster-setting-cz-gems-ring-2-dcjai23743-ms-20201223-5520-2a3y4h.jpg"" id=""listing-prd-img1060641178"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Cluster Setting CZ Gems Ring""></picture>"
Dual Circles Brass Ring,₹449,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/963182/small/dual-circles-brass-ring-dcjai23668-ms-20200125-3207-ryx4kl.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/963182/small/dual-circles-brass-ring-dcjai23668-ms-20200125-3207-ryx4kl.jpg"" id=""listing-prd-img1060641176"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Dual Circles Brass Ring""></picture>"
Simple Brass Band Ring,₹249,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/932046/small/simple-brass-band-ring-dcjai23072-ms-20191127-26588-1mwo7x4.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/932046/small/simple-brass-band-ring-dcjai23072-ms-20191127-26588-1mwo7x4.jpg"" id=""listing-prd-img1060640019"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Simple Brass Band Ring""></picture>"
Temple of Love Aztec Motif Ring,₹209,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/1005413/small/temple-of-love-aztec-motif-ring-vmjai42023-ms-20210131-1028-1opzucz.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/1005413/small/temple-of-love-aztec-motif-ring-vmjai42023-ms-20210131-1028-1opzucz.jpg"" id=""listing-prd-img1060639833"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Temple of Love Aztec Motif Ring""></picture>"
Mandana Goddess Feet Ring,₹339,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/924896/small/mandana-goddess-feet-ring-vmjai42077-ms-20191105-21585-8e506g.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/924896/small/mandana-goddess-feet-ring-vmjai42077-ms-20191105-21585-8e506g.jpg"" id=""listing-prd-img1060635577"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Mandana Goddess Feet Ring""></picture>"
Aztec Bar Long Bar Ring,₹269,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/919767/small/aztec-bar-long-bar-ring-vmjai41981-ms-20191019-10746-oadr9c.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/919767/small/aztec-bar-long-bar-ring-vmjai41981-ms-20191019-10746-oadr9c.jpg"" id=""listing-prd-img1060635172"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Aztec Bar Long Bar Ring""></picture>"
Layered Style Band Ring,₹569,"<picture><source srcset=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(15360):format(webp)/i/925157/small/layered-style-band-ring-dcjai23075-ms-20191105-21585-loe6uf.jpg"" type=""image/webp""><img src=""https://media.voylla.com/fit-in/300x400/filters:max_bytes(18432):format(jpg)/i/925157/small/layered-style-band-ring-dcjai23075-ms-20191105-21585-loe6uf.jpg"" id=""listing-prd-img1060634629"" class=""width-100-percent product-card-image cursor-pointer"" alt=""Layered Style Band Ring""></picture>"
